Incident_Id,Offense,Cluster
171420,Simple Assault,Assault
171421,Intimidation,Psychological Harassment
171422,Intimidation,Psychological Harassment
171423,Intimidation,Psychological Harassment
171424,Intimidation,Psychological Harassment
171425,Intimidation,Psychological Harassment
171426,Simple Assault,Assault
171427,Intimidation,Psychological Harassment
171428,Destruction/Damage/Vandalism of Property,Assault
171428,Simple Assault,Assault
171429,Destruction/Damage/Vandalism of Property,Assault
171430,Robbery,Burgarly or Robbery
171431,Aggravated Assault,Assault
171432,All Other Larceny,Other
171433,All Other Larceny,Other
171434,Aggravated Assault,Assault
171435,Intimidation,Psychological Harassment
171436,Destruction/Damage/Vandalism of Property,Assault
171437,Destruction/Damage/Vandalism of Property,Assault
171438,Destruction/Damage/Vandalism of Property,Assault
171439,Destruction/Damage/Vandalism of Property,Assault
171440,Destruction/Damage/Vandalism of Property,Assault
171441,Destruction/Damage/Vandalism of Property,Assault
171442,Destruction/Damage/Vandalism of Property,Assault
171443,Destruction/Damage/Vandalism of Property,Assault
171444,Destruction/Damage/Vandalism of Property,Assault
171445,Arson,Assault
171446,Destruction/Damage/Vandalism of Property,Assault
171447,Intimidation,Psychological Harassment
171448,Drug/Narcotic Violations,Drug/Weapon Law Violations
171449,Aggravated Assault,Assault
171449,Simple Assault,Assault
171450,Aggravated Assault,Assault
171451,Destruction/Damage/Vandalism of Property,Assault
171452,Simple Assault,Assault
171453,Aggravated Assault,Assault
171454,Destruction/Damage/Vandalism of Property,Assault
171455,Destruction/Damage/Vandalism of Property,Assault
171456,Aggravated Assault,Assault
171457,Destruction/Damage/Vandalism of Property,Assault
171068,Destruction/Damage/Vandalism of Property,Assault
171069,Simple Assault,Assault
171070,Simple Assault,Assault
171071,Robbery,Burgarly or Robbery
171072,Destruction/Damage/Vandalism of Property,Assault
171073,Aggravated Assault,Assault
171074,Aggravated Assault,Assault
171075,Not Specified,Other
171076,Simple Assault,Assault
171077,Destruction/Damage/Vandalism of Property,Assault
171078,Robbery,Burgarly or Robbery
171079,Simple Assault,Assault
171080,Destruction/Damage/Vandalism of Property,Assault
171081,Intimidation,Psychological Harassment
171066,Aggravated Assault,Assault
171067,Aggravated Assault,Assault
171038,Aggravated Assault,Assault
171039,Destruction/Damage/Vandalism of Property,Assault
171040,Intimidation,Psychological Harassment
171041,Destruction/Damage/Vandalism of Property,Assault
171042,Intimidation,Psychological Harassment
171043,Aggravated Assault,Assault
171044,Aggravated Assault,Assault
171045,Simple Assault,Assault
171046,Destruction/Damage/Vandalism of Property,Assault
171046,Simple Assault,Assault
171047,Simple Assault,Assault
171048,Intimidation,Psychological Harassment
171049,Intimidation,Psychological Harassment
171050,Simple Assault,Assault
171051,Destruction/Damage/Vandalism of Property,Assault
171052,Intimidation,Psychological Harassment
171053,Intimidation,Psychological Harassment
171054,Destruction/Damage/Vandalism of Property,Assault
171055,Destruction/Damage/Vandalism of Property,Assault
171056,Simple Assault,Assault
171057,Intimidation,Psychological Harassment
171058,Intimidation,Psychological Harassment
171059,Simple Assault,Assault
171060,All Other Larceny,Other
171061,Intimidation,Psychological Harassment
171062,Intimidation,Psychological Harassment
171063,Intimidation,Psychological Harassment
171064,Aggravated Assault,Assault
171065,Intimidation,Psychological Harassment
171458,Intimidation,Psychological Harassment
171459,Simple Assault,Assault
171460,Destruction/Damage/Vandalism of Property,Assault
171461,Aggravated Assault,Assault
171462,Aggravated Assault,Assault
171463,Intimidation,Psychological Harassment
171464,Intimidation,Psychological Harassment
171465,Intimidation,Psychological Harassment
171466,Simple Assault,Assault
171467,Simple Assault,Assault
171468,Destruction/Damage/Vandalism of Property,Assault
171469,Simple Assault,Assault
171470,Intimidation,Psychological Harassment
171471,Intimidation,Psychological Harassment
171472,Simple Assault,Assault
171473,Destruction/Damage/Vandalism of Property,Assault
171474,Simple Assault,Assault
171475,Simple Assault,Assault
171476,Simple Assault,Assault
171477,Destruction/Damage/Vandalism of Property,Assault
171478,Credit Card/Automated Teller Machine Fraud,"Illegal Activities, Fraud and Identity Theft"
171479,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
171480,Destruction/Damage/Vandalism of Property,Assault
171481,Destruction/Damage/Vandalism of Property,Assault
171482,Intimidation,Psychological Harassment
171483,Intimidation,Psychological Harassment
171484,Intimidation,Psychological Harassment
171485,Intimidation,Psychological Harassment
171486,Intimidation,Psychological Harassment
171487,Intimidation,Psychological Harassment
171488,Aggravated Assault,Assault
171489,Intimidation,Psychological Harassment
171490,Burglary/Breaking & Entering,Burgarly or Robbery
171491,Theft From Building,Burgarly or Robbery
171492,Intimidation,Psychological Harassment
171493,Arson,Assault
171493,Intimidation,Psychological Harassment
171494,Intimidation,Psychological Harassment
171495,Destruction/Damage/Vandalism of Property,Assault
171496,Intimidation,Psychological Harassment
171497,Aggravated Assault,Assault
171498,Intimidation,Psychological Harassment
171499,Simple Assault,Assault
171500,Destruction/Damage/Vandalism of Property,Assault
171501,Destruction/Damage/Vandalism of Property,Assault
171502,Intimidation,Psychological Harassment
171503,Simple Assault,Assault
171504,Simple Assault,Assault
171505,Aggravated Assault,Assault
171506,Simple Assault,Assault
171507,Simple Assault,Assault
171508,Aggravated Assault,Assault
171509,Simple Assault,Assault
171510,Simple Assault,Assault
171511,Intimidation,Psychological Harassment
171512,Intimidation,Psychological Harassment
171513,Burglary/Breaking & Entering,Burgarly or Robbery
171514,Burglary/Breaking & Entering,Burgarly or Robbery
171515,Burglary/Breaking & Entering,Burgarly or Robbery
171516,Burglary/Breaking & Entering,Burgarly or Robbery
171517,Burglary/Breaking & Entering,Burgarly or Robbery
171518,Burglary/Breaking & Entering,Burgarly or Robbery
171519,Burglary/Breaking & Entering,Burgarly or Robbery
171520,Burglary/Breaking & Entering,Burgarly or Robbery
171521,Burglary/Breaking & Entering,Burgarly or Robbery
171522,Burglary/Breaking & Entering,Burgarly or Robbery
171523,Burglary/Breaking & Entering,Burgarly or Robbery
171524,Burglary/Breaking & Entering,Burgarly or Robbery
171525,Burglary/Breaking & Entering,Burgarly or Robbery
171526,Burglary/Breaking & Entering,Burgarly or Robbery
171527,Burglary/Breaking & Entering,Burgarly or Robbery
171528,Burglary/Breaking & Entering,Burgarly or Robbery
171529,Burglary/Breaking & Entering,Burgarly or Robbery
171530,Burglary/Breaking & Entering,Burgarly or Robbery
171531,Burglary/Breaking & Entering,Burgarly or Robbery
171532,Robbery,Burgarly or Robbery
171533,Destruction/Damage/Vandalism of Property,Assault
171534,Burglary/Breaking & Entering,Burgarly or Robbery
171535,Burglary/Breaking & Entering,Burgarly or Robbery
171536,Burglary/Breaking & Entering,Burgarly or Robbery
171537,Burglary/Breaking & Entering,Burgarly or Robbery
171538,Simple Assault,Assault
171539,Simple Assault,Assault
171540,Aggravated Assault,Assault
171541,Intimidation,Psychological Harassment
171542,Intimidation,Psychological Harassment
171543,Simple Assault,Assault
171544,Destruction/Damage/Vandalism of Property,Assault
171545,Destruction/Damage/Vandalism of Property,Assault
171546,Destruction/Damage/Vandalism of Property,Assault
171547,Destruction/Damage/Vandalism of Property,Assault
171548,Intimidation,Psychological Harassment
171549,Simple Assault,Assault
171550,Destruction/Damage/Vandalism of Property,Assault
171550,Intimidation,Psychological Harassment
171551,Intimidation,Psychological Harassment
171552,Intimidation,Psychological Harassment
171553,Simple Assault,Assault
171554,Aggravated Assault,Assault
171555,Arson,Assault
171556,Destruction/Damage/Vandalism of Property,Assault
171557,Destruction/Damage/Vandalism of Property,Assault
171558,All Other Larceny,Other
171559,Destruction/Damage/Vandalism of Property,Assault
171560,Destruction/Damage/Vandalism of Property,Assault
171561,Destruction/Damage/Vandalism of Property,Assault
171562,Destruction/Damage/Vandalism of Property,Assault
171563,Destruction/Damage/Vandalism of Property,Assault
171564,Simple Assault,Assault
171565,Intimidation,Psychological Harassment
171566,All Other Larceny,Other
171567,Intimidation,Psychological Harassment
171568,Intimidation,Psychological Harassment
171569,Intimidation,Psychological Harassment
171570,Intimidation,Psychological Harassment
171571,Destruction/Damage/Vandalism of Property,Assault
171572,Destruction/Damage/Vandalism of Property,Assault
171573,Intimidation,Psychological Harassment
171574,Simple Assault,Assault
171575,Aggravated Assault,Assault
171576,Destruction/Damage/Vandalism of Property,Assault
171577,Intimidation,Psychological Harassment
171578,Intimidation,Psychological Harassment
171579,Aggravated Assault,Assault
171580,Destruction/Damage/Vandalism of Property,Assault
171581,Destruction/Damage/Vandalism of Property,Assault
171582,Intimidation,Psychological Harassment
171583,Intimidation,Psychological Harassment
171584,Destruction/Damage/Vandalism of Property,Assault
171585,Simple Assault,Assault
171586,Intimidation,Psychological Harassment
171587,Intimidation,Psychological Harassment
171588,Intimidation,Psychological Harassment
171589,Aggravated Assault,Assault
171590,Intimidation,Psychological Harassment
171591,Intimidation,Psychological Harassment
171592,Intimidation,Psychological Harassment
171593,Destruction/Damage/Vandalism of Property,Assault
171594,Simple Assault,Assault
171595,Aggravated Assault,Assault
171596,Intimidation,Psychological Harassment
171597,Intimidation,Psychological Harassment
171598,Intimidation,Psychological Harassment
171599,Destruction/Damage/Vandalism of Property,Assault
171600,Simple Assault,Assault
171601,Intimidation,Psychological Harassment
171602,Simple Assault,Assault
171603,Destruction/Damage/Vandalism of Property,Assault
171604,Destruction/Damage/Vandalism of Property,Assault
171605,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
171606,Destruction/Damage/Vandalism of Property,Assault
171607,Intimidation,Psychological Harassment
171608,Simple Assault,Assault
171609,Intimidation,Psychological Harassment
171610,Intimidation,Psychological Harassment
171611,Destruction/Damage/Vandalism of Property,Assault
171612,Simple Assault,Assault
171613,Simple Assault,Assault
171614,Intimidation,Psychological Harassment
171615,Simple Assault,Assault
171616,Intimidation,Psychological Harassment
171616,Simple Assault,Assault
171617,All Other Larceny,Other
171618,Intimidation,Psychological Harassment
171619,Intimidation,Psychological Harassment
171620,Destruction/Damage/Vandalism of Property,Assault
171621,Simple Assault,Assault
171622,Simple Assault,Assault
171623,Destruction/Damage/Vandalism of Property,Assault
171624,Simple Assault,Assault
171625,Destruction/Damage/Vandalism of Property,Assault
171626,Simple Assault,Assault
171627,Simple Assault,Assault
171628,Burglary/Breaking & Entering,Burgarly or Robbery
171629,Intimidation,Psychological Harassment
171630,Destruction/Damage/Vandalism of Property,Assault
171631,Theft From Building,Burgarly or Robbery
171632,Aggravated Assault,Assault
171633,Intimidation,Psychological Harassment
171634,Robbery,Burgarly or Robbery
171634,Simple Assault,Assault
171635,Intimidation,Psychological Harassment
171636,Simple Assault,Assault
171637,Simple Assault,Assault
171638,Intimidation,Psychological Harassment
171639,Destruction/Damage/Vandalism of Property,Assault
171640,Intimidation,Psychological Harassment
171641,Simple Assault,Assault
171642,Aggravated Assault,Assault
171643,Intimidation,Psychological Harassment
171644,Intimidation,Psychological Harassment
171645,Intimidation,Psychological Harassment
171646,Simple Assault,Assault
171647,Destruction/Damage/Vandalism of Property,Assault
171648,Intimidation,Psychological Harassment
171649,Intimidation,Psychological Harassment
171650,Intimidation,Psychological Harassment
171651,Intimidation,Psychological Harassment
171652,Intimidation,Psychological Harassment
171653,Destruction/Damage/Vandalism of Property,Assault
171654,Intimidation,Psychological Harassment
171655,Intimidation,Psychological Harassment
171656,Intimidation,Psychological Harassment
171657,Simple Assault,Assault
171658,Destruction/Damage/Vandalism of Property,Assault
171659,Intimidation,Psychological Harassment
171660,Simple Assault,Assault
171661,Intimidation,Psychological Harassment
171662,Simple Assault,Assault
171663,Aggravated Assault,Assault
171664,Intimidation,Psychological Harassment
171665,Destruction/Damage/Vandalism of Property,Assault
171666,Destruction/Damage/Vandalism of Property,Assault
171667,Intimidation,Psychological Harassment
171668,Intimidation,Psychological Harassment
171669,Destruction/Damage/Vandalism of Property,Assault
171670,Destruction/Damage/Vandalism of Property,Assault
171671,Intimidation,Psychological Harassment
171672,Simple Assault,Assault
171673,Intimidation,Psychological Harassment
171674,Destruction/Damage/Vandalism of Property,Assault
171674,Intimidation,Psychological Harassment
171675,Simple Assault,Assault
171676,Destruction/Damage/Vandalism of Property,Assault
171676,Theft From Motor Vehicle,Burgarly or Robbery
171677,Intimidation,Psychological Harassment
171678,Destruction/Damage/Vandalism of Property,Assault
171678,Intimidation,Psychological Harassment
171679,Destruction/Damage/Vandalism of Property,Assault
171680,Destruction/Damage/Vandalism of Property,Assault
171681,Intimidation,Psychological Harassment
171682,Intimidation,Psychological Harassment
171683,Simple Assault,Assault
171684,Shoplifting,Burgarly or Robbery
171685,Aggravated Assault,Assault
171686,Simple Assault,Assault
171687,Simple Assault,Assault
171688,Intimidation,Psychological Harassment
171689,Destruction/Damage/Vandalism of Property,Assault
171690,Simple Assault,Assault
171691,Simple Assault,Assault
171692,Simple Assault,Assault
171693,Destruction/Damage/Vandalism of Property,Assault
171694,Intimidation,Psychological Harassment
171694,Simple Assault,Assault
171695,Simple Assault,Assault
171696,Simple Assault,Assault
171697,Aggravated Assault,Assault
171698,Intimidation,Psychological Harassment
171699,Destruction/Damage/Vandalism of Property,Assault
171700,Destruction/Damage/Vandalism of Property,Assault
171701,Simple Assault,Assault
171702,Simple Assault,Assault
171703,Simple Assault,Assault
171704,Simple Assault,Assault
171705,Aggravated Assault,Assault
171706,Intimidation,Psychological Harassment
171707,Destruction/Damage/Vandalism of Property,Assault
171708,Intimidation,Psychological Harassment
171709,Intimidation,Psychological Harassment
171710,Simple Assault,Assault
171711,Destruction/Damage/Vandalism of Property,Assault
171712,Destruction/Damage/Vandalism of Property,Assault
171713,Simple Assault,Assault
171714,Intimidation,Psychological Harassment
171715,Intimidation,Psychological Harassment
171716,Intimidation,Psychological Harassment
171717,Destruction/Damage/Vandalism of Property,Assault
171718,Simple Assault,Assault
171719,Aggravated Assault,Assault
171720,Arson,Assault
171720,Burglary/Breaking & Entering,Burgarly or Robbery
171721,Intimidation,Psychological Harassment
171722,Intimidation,Psychological Harassment
171723,Intimidation,Psychological Harassment
171724,Aggravated Assault,Assault
171725,Intimidation,Psychological Harassment
171726,Simple Assault,Assault
171727,Destruction/Damage/Vandalism of Property,Assault
171728,Burglary/Breaking & Entering,Burgarly or Robbery
171729,Intimidation,Psychological Harassment
171730,Aggravated Assault,Assault
171731,Intimidation,Psychological Harassment
171732,Intimidation,Psychological Harassment
171733,Destruction/Damage/Vandalism of Property,Assault
171734,Aggravated Assault,Assault
171735,Aggravated Assault,Assault
171736,Aggravated Assault,Assault
171737,Destruction/Damage/Vandalism of Property,Assault
171738,Motor Vehicle Theft,Burgarly or Robbery
171739,Intimidation,Psychological Harassment
171740,Intimidation,Psychological Harassment
171741,Robbery,Burgarly or Robbery
171742,Intimidation,Psychological Harassment
171743,Intimidation,Psychological Harassment
171744,Destruction/Damage/Vandalism of Property,Assault
171745,Destruction/Damage/Vandalism of Property,Assault
171746,Destruction/Damage/Vandalism of Property,Assault
171747,Aggravated Assault,Assault
171748,Simple Assault,Assault
171749,Simple Assault,Assault
171750,Arson,Assault
171751,Drug/Narcotic Violations,Drug/Weapon Law Violations
171752,Simple Assault,Assault
171753,Intimidation,Psychological Harassment
171754,Aggravated Assault,Assault
171755,Simple Assault,Assault
171756,Intimidation,Psychological Harassment
171757,Intimidation,Psychological Harassment
171758,Intimidation,Psychological Harassment
171759,Intimidation,Psychological Harassment
171760,Intimidation,Psychological Harassment
171761,Aggravated Assault,Assault
171762,Intimidation,Psychological Harassment
171763,Destruction/Damage/Vandalism of Property,Assault
171764,Intimidation,Psychological Harassment
171765,Intimidation,Psychological Harassment
171766,Simple Assault,Assault
171767,Intimidation,Psychological Harassment
171768,Simple Assault,Assault
171769,Intimidation,Psychological Harassment
171770,Simple Assault,Assault
171771,Simple Assault,Assault
171772,Destruction/Damage/Vandalism of Property,Assault
171773,Robbery,Burgarly or Robbery
171774,Simple Assault,Assault
171775,Simple Assault,Assault
171776,Destruction/Damage/Vandalism of Property,Assault
171777,Intimidation,Psychological Harassment
171778,Simple Assault,Assault
171779,Intimidation,Psychological Harassment
171780,Intimidation,Psychological Harassment
171781,Aggravated Assault,Assault
171782,Intimidation,Psychological Harassment
171783,Intimidation,Psychological Harassment
171784,Destruction/Damage/Vandalism of Property,Assault
171785,Destruction/Damage/Vandalism of Property,Assault
171786,Burglary/Breaking & Entering,Burgarly or Robbery
171787,Intimidation,Psychological Harassment
171788,Destruction/Damage/Vandalism of Property,Assault
171789,Simple Assault,Assault
171790,Destruction/Damage/Vandalism of Property,Assault
171791,Destruction/Damage/Vandalism of Property,Assault
171792,Destruction/Damage/Vandalism of Property,Assault
171793,Destruction/Damage/Vandalism of Property,Assault
171794,Destruction/Damage/Vandalism of Property,Assault
171795,Destruction/Damage/Vandalism of Property,Assault
171796,Destruction/Damage/Vandalism of Property,Assault
171797,Aggravated Assault,Assault
171798,Destruction/Damage/Vandalism of Property,Assault
171799,Destruction/Damage/Vandalism of Property,Assault
171800,Destruction/Damage/Vandalism of Property,Assault
171801,Destruction/Damage/Vandalism of Property,Assault
171802,Intimidation,Psychological Harassment
171803,Destruction/Damage/Vandalism of Property,Assault
171804,Destruction/Damage/Vandalism of Property,Assault
171805,Intimidation,Psychological Harassment
171806,Aggravated Assault,Assault
171807,Robbery,Burgarly or Robbery
171808,Intimidation,Psychological Harassment
171809,Simple Assault,Assault
171810,Aggravated Assault,Assault
171811,Robbery,Burgarly or Robbery
171812,Destruction/Damage/Vandalism of Property,Assault
171813,Intimidation,Psychological Harassment
171814,Intimidation,Psychological Harassment
171815,Intimidation,Psychological Harassment
171816,Simple Assault,Assault
171817,Intimidation,Psychological Harassment
171818,Simple Assault,Assault
171819,Simple Assault,Assault
171820,Robbery,Burgarly or Robbery
171821,Simple Assault,Assault
171822,Intimidation,Psychological Harassment
171823,Intimidation,Psychological Harassment
171824,Simple Assault,Assault
171825,Intimidation,Psychological Harassment
171826,Intimidation,Psychological Harassment
171827,Simple Assault,Assault
171828,Aggravated Assault,Assault
171829,Aggravated Assault,Assault
171830,Intimidation,Psychological Harassment
171831,Destruction/Damage/Vandalism of Property,Assault
171832,Intimidation,Psychological Harassment
171833,Intimidation,Psychological Harassment
171834,Intimidation,Psychological Harassment
171835,Simple Assault,Assault
171836,Intimidation,Psychological Harassment
171837,Simple Assault,Assault
171838,Destruction/Damage/Vandalism of Property,Assault
171839,Destruction/Damage/Vandalism of Property,Assault
171840,Simple Assault,Assault
171841,Destruction/Damage/Vandalism of Property,Assault
171842,Destruction/Damage/Vandalism of Property,Assault
171843,Destruction/Damage/Vandalism of Property,Assault
171844,Destruction/Damage/Vandalism of Property,Assault
171845,Destruction/Damage/Vandalism of Property,Assault
171846,Intimidation,Psychological Harassment
171847,Intimidation,Psychological Harassment
171848,Simple Assault,Assault
171849,Intimidation,Psychological Harassment
171850,Simple Assault,Assault
171851,Aggravated Assault,Assault
171852,Intimidation,Psychological Harassment
171853,Simple Assault,Assault
171854,Intimidation,Psychological Harassment
171855,Simple Assault,Assault
171856,Aggravated Assault,Assault
171857,Simple Assault,Assault
171858,Simple Assault,Assault
171859,Intimidation,Psychological Harassment
171860,Intimidation,Psychological Harassment
171861,Simple Assault,Assault
171862,Destruction/Damage/Vandalism of Property,Assault
171863,Destruction/Damage/Vandalism of Property,Assault
171864,Intimidation,Psychological Harassment
171865,Destruction/Damage/Vandalism of Property,Assault
171866,Destruction/Damage/Vandalism of Property,Assault
171867,Intimidation,Psychological Harassment
171868,Simple Assault,Assault
171869,Intimidation,Psychological Harassment
171870,Simple Assault,Assault
171871,Simple Assault,Assault
171872,Intimidation,Psychological Harassment
171873,Destruction/Damage/Vandalism of Property,Assault
171874,Simple Assault,Assault
171875,Aggravated Assault,Assault
171915,Intimidation,Psychological Harassment
171916,Intimidation,Psychological Harassment
171917,Intimidation,Psychological Harassment
171918,Destruction/Damage/Vandalism of Property,Assault
171919,Aggravated Assault,Assault
171920,Simple Assault,Assault
171921,Simple Assault,Assault
171922,Simple Assault,Assault
171923,Destruction/Damage/Vandalism of Property,Assault
171924,Destruction/Damage/Vandalism of Property,Assault
171925,Destruction/Damage/Vandalism of Property,Assault
171926,Destruction/Damage/Vandalism of Property,Assault
171927,Aggravated Assault,Assault
171928,Destruction/Damage/Vandalism of Property,Assault
171929,Destruction/Damage/Vandalism of Property,Assault
171930,Destruction/Damage/Vandalism of Property,Assault
171931,Destruction/Damage/Vandalism of Property,Assault
171932,Intimidation,Psychological Harassment
171933,Destruction/Damage/Vandalism of Property,Assault
171934,Simple Assault,Assault
171935,Simple Assault,Assault
171936,Burglary/Breaking & Entering,Burgarly or Robbery
171937,Intimidation,Psychological Harassment
171938,Burglary/Breaking & Entering,Burgarly or Robbery
171939,Destruction/Damage/Vandalism of Property,Assault
171941,Destruction/Damage/Vandalism of Property,Assault
171942,Intimidation,Psychological Harassment
171943,Destruction/Damage/Vandalism of Property,Assault
171944,Aggravated Assault,Assault
171945,Aggravated Assault,Assault
171940,Destruction/Damage/Vandalism of Property,Assault
171946,Destruction/Damage/Vandalism of Property,Assault
171947,Intimidation,Psychological Harassment
171948,Destruction/Damage/Vandalism of Property,Assault
171949,Destruction/Damage/Vandalism of Property,Assault
171950,Destruction/Damage/Vandalism of Property,Assault
171951,Destruction/Damage/Vandalism of Property,Assault
171952,Destruction/Damage/Vandalism of Property,Assault
171953,Aggravated Assault,Assault
171878,Aggravated Assault,Assault
171879,Simple Assault,Assault
171880,Aggravated Assault,Assault
171881,Aggravated Assault,Assault
171882,Destruction/Damage/Vandalism of Property,Assault
171882,Simple Assault,Assault
171883,Weapon Law Violations,Drug/Weapon Law Violations
171884,Intimidation,Psychological Harassment
171885,Destruction/Damage/Vandalism of Property,Assault
171886,Simple Assault,Assault
171887,Simple Assault,Assault
171888,Intimidation,Psychological Harassment
171889,Simple Assault,Assault
171890,Intimidation,Psychological Harassment
171891,Intimidation,Psychological Harassment
171892,Aggravated Assault,Assault
171893,Simple Assault,Assault
171894,Robbery,Burgarly or Robbery
171895,Simple Assault,Assault
171896,Aggravated Assault,Assault
171897,Simple Assault,Assault
171898,Aggravated Assault,Assault
171899,Simple Assault,Assault
171900,Destruction/Damage/Vandalism of Property,Assault
171901,Intimidation,Psychological Harassment
171902,Simple Assault,Assault
171903,Intimidation,Psychological Harassment
171904,Simple Assault,Assault
171905,Aggravated Assault,Assault
171906,Destruction/Damage/Vandalism of Property,Assault
171907,Destruction/Damage/Vandalism of Property,Assault
171908,Destruction/Damage/Vandalism of Property,Assault
171909,Simple Assault,Assault
171910,Intimidation,Psychological Harassment
171911,Intimidation,Psychological Harassment
171912,Intimidation,Psychological Harassment
171913,Aggravated Assault,Assault
171914,Destruction/Damage/Vandalism of Property,Assault
171876,Simple Assault,Assault
171877,Simple Assault,Assault
171954,Burglary/Breaking & Entering,Burgarly or Robbery
171955,Simple Assault,Assault
171956,Destruction/Damage/Vandalism of Property,Assault
171957,Intimidation,Psychological Harassment
171958,Simple Assault,Assault
171959,Simple Assault,Assault
171960,Destruction/Damage/Vandalism of Property,Assault
171961,Intimidation,Psychological Harassment
171962,Theft From Building,Burgarly or Robbery
171963,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
171964,All Other Larceny,Other
171965,Destruction/Damage/Vandalism of Property,Assault
171966,Impersonation,"Illegal Activities, Fraud and Identity Theft"
171967,Counterfeiting/Forgery,"Illegal Activities, Fraud and Identity Theft"
171968,All Other Larceny,Other
171969,Theft From Building,Burgarly or Robbery
171970,Destruction/Damage/Vandalism of Property,Assault
171971,Simple Assault,Assault
171972,Destruction/Damage/Vandalism of Property,Assault
171973,Simple Assault,Assault
171974,Destruction/Damage/Vandalism of Property,Assault
171975,Simple Assault,Assault
171976,Simple Assault,Assault
171977,Simple Assault,Assault
171978,Simple Assault,Assault
171979,Aggravated Assault,Assault
171980,Theft From Building,Burgarly or Robbery
171981,Theft From Motor Vehicle,Burgarly or Robbery
171982,All Other Larceny,Other
171983,Simple Assault,Assault
171984,Motor Vehicle Theft,Burgarly or Robbery
171985,Destruction/Damage/Vandalism of Property,Assault
171986,All Other Larceny,Other
171987,Destruction/Damage/Vandalism of Property,Assault
171988,Destruction/Damage/Vandalism of Property,Assault
171989,Aggravated Assault,Assault
171990,Destruction/Damage/Vandalism of Property,Assault
171991,Intimidation,Psychological Harassment
171992,Intimidation,Psychological Harassment
171993,Destruction/Damage/Vandalism of Property,Assault
171994,Intimidation,Psychological Harassment
171995,Destruction/Damage/Vandalism of Property,Assault
171996,Simple Assault,Assault
171997,Destruction/Damage/Vandalism of Property,Assault
171998,Destruction/Damage/Vandalism of Property,Assault
171999,Intimidation,Psychological Harassment
172000,Intimidation,Psychological Harassment
172001,Destruction/Damage/Vandalism of Property,Assault
172002,Intimidation,Psychological Harassment
172003,Simple Assault,Assault
172004,Destruction/Damage/Vandalism of Property,Assault
172005,Simple Assault,Assault
172006,Destruction/Damage/Vandalism of Property,Assault
172007,Simple Assault,Assault
172008,Simple Assault,Assault
172009,Simple Assault,Assault
172010,Simple Assault,Assault
172011,Simple Assault,Assault
172012,Simple Assault,Assault
172013,Robbery,Burgarly or Robbery
172014,Destruction/Damage/Vandalism of Property,Assault
172015,Destruction/Damage/Vandalism of Property,Assault
172016,Destruction/Damage/Vandalism of Property,Assault
172017,Destruction/Damage/Vandalism of Property,Assault
172018,Destruction/Damage/Vandalism of Property,Assault
172019,Destruction/Damage/Vandalism of Property,Assault
172020,Destruction/Damage/Vandalism of Property,Assault
172021,Simple Assault,Assault
172022,Destruction/Damage/Vandalism of Property,Assault
172023,Simple Assault,Assault
172024,Destruction/Damage/Vandalism of Property,Assault
172025,Simple Assault,Assault
172026,Aggravated Assault,Assault
172027,Destruction/Damage/Vandalism of Property,Assault
172028,Destruction/Damage/Vandalism of Property,Assault
172029,Aggravated Assault,Assault
172030,Intimidation,Psychological Harassment
172031,Burglary/Breaking & Entering,Burgarly or Robbery
172032,Simple Assault,Assault
172033,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
172034,Intimidation,Psychological Harassment
172035,Intimidation,Psychological Harassment
172969,Aggravated Assault,Assault
172970,Intimidation,Psychological Harassment
172971,Destruction/Damage/Vandalism of Property,Assault
172972,Intimidation,Psychological Harassment
172973,Destruction/Damage/Vandalism of Property,Assault
172974,Destruction/Damage/Vandalism of Property,Assault
172975,Simple Assault,Assault
172976,Intimidation,Psychological Harassment
172977,Intimidation,Psychological Harassment
172978,Intimidation,Psychological Harassment
172979,Intimidation,Psychological Harassment
172980,Simple Assault,Assault
172981,Simple Assault,Assault
172982,Simple Assault,Assault
172983,Destruction/Damage/Vandalism of Property,Assault
172984,Simple Assault,Assault
172985,Destruction/Damage/Vandalism of Property,Assault
172986,Intimidation,Psychological Harassment
172987,Aggravated Assault,Assault
172988,Aggravated Assault,Assault
172988,Destruction/Damage/Vandalism of Property,Assault
172988,Simple Assault,Assault
172989,Destruction/Damage/Vandalism of Property,Assault
172989,Not Specified,Other
172990,Intimidation,Psychological Harassment
172991,Destruction/Damage/Vandalism of Property,Assault
172992,Intimidation,Psychological Harassment
172993,Robbery,Burgarly or Robbery
172994,Destruction/Damage/Vandalism of Property,Assault
172995,Intimidation,Psychological Harassment
172996,Intimidation,Psychological Harassment
172997,Destruction/Damage/Vandalism of Property,Assault
172998,Intimidation,Psychological Harassment
172999,Destruction/Damage/Vandalism of Property,Assault
173000,Intimidation,Psychological Harassment
173001,Intimidation,Psychological Harassment
173002,Intimidation,Psychological Harassment
173003,Intimidation,Psychological Harassment
173004,Intimidation,Psychological Harassment
173005,Intimidation,Psychological Harassment
173006,Intimidation,Psychological Harassment
173007,Intimidation,Psychological Harassment
173008,Destruction/Damage/Vandalism of Property,Assault
173009,Simple Assault,Assault
173010,Destruction/Damage/Vandalism of Property,Assault
