Incident_Id,Offense,Cluster
291293,Destruction/Damage/Vandalism of Property,Assault
385598,Destruction/Damage/Vandalism of Property,Assault
385599,Destruction/Damage/Vandalism of Property,Assault
385600,Destruction/Damage/Vandalism of Property,Assault
385940,Destruction/Damage/Vandalism of Property,Assault
291294,Simple Assault,Assault
291295,Destruction/Damage/Vandalism of Property,Assault
385941,Destruction/Damage/Vandalism of Property,Assault
385601,Destruction/Damage/Vandalism of Property,Assault
385942,Destruction/Damage/Vandalism of Property,Assault
291296,Destruction/Damage/Vandalism of Property,Assault
291297,Destruction/Damage/Vandalism of Property,Assault
385943,Simple Assault,Assault
385602,Simple Assault,Assault
385944,Destruction/Damage/Vandalism of Property,Assault
385945,Simple Assault,Assault
385946,Simple Assault,Assault
386003,Simple Assault,Assault
291298,Destruction/Damage/Vandalism of Property,Assault
385947,Destruction/Damage/Vandalism of Property,Assault
385948,Simple Assault,Assault
291299,Aggravated Assault,Assault
291300,Simple Assault,Assault
386004,Not Specified,Other
291301,Simple Assault,Assault
291302,Simple Assault,Assault
385949,Destruction/Damage/Vandalism of Property,Assault
385950,Destruction/Damage/Vandalism of Property,Assault
291303,Simple Assault,Assault
385951,Simple Assault,Assault
385952,Destruction/Damage/Vandalism of Property,Assault
291304,Simple Assault,Assault
291305,Simple Assault,Assault
385953,Aggravated Assault,Assault
385954,Simple Assault,Assault
291306,Destruction/Damage/Vandalism of Property,Assault
291308,Destruction/Damage/Vandalism of Property,Assault
291307,Simple Assault,Assault
385955,Intimidation,Psychological Harassment
385956,Not Specified,Other
385957,Simple Assault,Assault
291309,Destruction/Damage/Vandalism of Property,Assault
291310,Destruction/Damage/Vandalism of Property,Assault
416603,Intimidation,Psychological Harassment
416606,Aggravated Assault,Assault
367402,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
368218,Drug Equipment Violations,Drug/Weapon Law Violations
453774,Motor Vehicle Theft,Burgarly or Robbery
565659,Theft From Motor Vehicle,Burgarly or Robbery
565608,Destruction/Damage/Vandalism of Property,Assault
565622,All Other Larceny,Other
565662,Intimidation,Psychological Harassment
589597,Intimidation,Psychological Harassment
589631,Simple Assault,Assault
478993,Intimidation,Psychological Harassment
479001,Theft From Motor Vehicle,Burgarly or Robbery
589607,Aggravated Assault,Assault
589609,Simple Assault,Assault
589610,Burglary/Breaking & Entering,Burgarly or Robbery
589621,Burglary/Breaking & Entering,Burgarly or Robbery
589627,Theft From Building,Burgarly or Robbery
589630,Intimidation,Psychological Harassment
589656,Simple Assault,Assault
565621,Intimidation,Psychological Harassment
453828,Simple Assault,Assault
369085,Destruction/Damage/Vandalism of Property,Assault
565630,Intimidation,Psychological Harassment
565634,Stolen Property Offenses,Burgarly or Robbery
565661,Simple Assault,Assault
357495,Intimidation,Psychological Harassment
589633,Destruction/Damage/Vandalism of Property,Assault
471101,Destruction/Damage/Vandalism of Property,Assault
490266,Intimidation,Psychological Harassment
589601,All Other Larceny,Other
589618,Theft From Motor Vehicle,Burgarly or Robbery
589658,Theft From Motor Vehicle,Burgarly or Robbery
453840,Theft From Building,Burgarly or Robbery
377654,Aggravated Assault,Assault
357530,Shoplifting,Burgarly or Robbery
357526,Intimidation,Psychological Harassment
471071,Destruction/Damage/Vandalism of Property,Assault
357528,Intimidation,Psychological Harassment
490286,Intimidation,Psychological Harassment
357536,Destruction/Damage/Vandalism of Property,Assault
366481,Shoplifting,Burgarly or Robbery
293543,Intimidation,Psychological Harassment
490314,Simple Assault,Assault
589659,Destruction/Damage/Vandalism of Property,Assault
589719,Simple Assault,Assault
377675,Intimidation,Psychological Harassment
565616,Intimidation,Psychological Harassment
589714,Drug/Narcotic Violations,Drug/Weapon Law Violations
589720,Intimidation,Psychological Harassment
478999,Intimidation,Psychological Harassment
589671,Destruction/Damage/Vandalism of Property,Assault
534825,Drug/Narcotic Violations,Drug/Weapon Law Violations
357558,Intimidation,Psychological Harassment
357601,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
357615,Theft From Building,Burgarly or Robbery
357620,Theft From Building,Burgarly or Robbery
365898,Intimidation,Psychological Harassment
367043,Intimidation,Psychological Harassment
453867,All Other Larceny,Other
453868,Destruction/Damage/Vandalism of Property,Assault
534772,Destruction/Damage/Vandalism of Property,Assault
357612,Destruction/Damage/Vandalism of Property,Assault
388060,Intimidation,Psychological Harassment
565605,Intimidation,Psychological Harassment
453879,Destruction/Damage/Vandalism of Property,Assault
589692,Simple Assault,Assault
463767,Drug/Narcotic Violations,Drug/Weapon Law Violations
589701,All Other Larceny,Other
589696,Simple Assault,Assault
565650,Intimidation,Psychological Harassment
565641,Intimidation,Psychological Harassment
471077,Intimidation,Psychological Harassment
463759,All Other Larceny,Other
589707,Drug Equipment Violations,Drug/Weapon Law Violations
589712,All Other Larceny,Other
565657,Aggravated Assault,Assault
357643,Counterfeiting/Forgery,"Illegal Activities, Fraud and Identity Theft"
453889,Simple Assault,Assault
478995,Intimidation,Psychological Harassment
589676,Intimidation,Psychological Harassment
534776,Destruction/Damage/Vandalism of Property,Assault
534835,Theft From Motor Vehicle,Burgarly or Robbery
453893,Burglary/Breaking & Entering,Burgarly or Robbery
490371,Destruction/Damage/Vandalism of Property,Assault
382111,Intimidation,Psychological Harassment
405335,Drug/Narcotic Violations,Drug/Weapon Law Violations
382265,Intimidation,Psychological Harassment
589698,Destruction/Damage/Vandalism of Property,Assault
589667,Burglary/Breaking & Entering,Burgarly or Robbery
471170,Motor Vehicle Theft,Burgarly or Robbery
508392,Simple Assault,Assault
589743,Simple Assault,Assault
589748,Simple Assault,Assault
589762,Destruction/Damage/Vandalism of Property,Assault
589762,Intimidation,Psychological Harassment
589782,Destruction/Damage/Vandalism of Property,Assault
589782,Intimidation,Psychological Harassment
589789,Intimidation,Psychological Harassment
589801,Intimidation,Psychological Harassment
388033,Intimidation,Psychological Harassment
405210,Intimidation,Psychological Harassment
479334,Intimidation,Psychological Harassment
479366,Intimidation,Psychological Harassment
534785,Intimidation,Psychological Harassment
357704,Simple Assault,Assault
387992,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
463911,Intimidation,Psychological Harassment
453952,Drug/Narcotic Violations,Drug/Weapon Law Violations
377702,Intimidation,Psychological Harassment
534814,Burglary/Breaking & Entering,Burgarly or Robbery
534922,All Other Larceny,Other
534928,Destruction/Damage/Vandalism of Property,Assault
463920,Destruction/Damage/Vandalism of Property,Assault
463931,Simple Assault,Assault
463932,Simple Assault,Assault
534777,Intimidation,Psychological Harassment
565762,Simple Assault,Assault
463962,Destruction/Damage/Vandalism of Property,Assault
463962,Simple Assault,Assault
463967,Aggravated Assault,Assault
534791,Intimidation,Psychological Harassment
534813,Simple Assault,Assault
534842,Destruction/Damage/Vandalism of Property,Assault
534918,Motor Vehicle Theft,Burgarly or Robbery
534980,Motor Vehicle Theft,Burgarly or Robbery
589730,Simple Assault,Assault
589732,Motor Vehicle Theft,Burgarly or Robbery
589751,Intimidation,Psychological Harassment
589757,Simple Assault,Assault
589787,Destruction/Damage/Vandalism of Property,Assault
357727,Destruction/Damage/Vandalism of Property,Assault
368429,Shoplifting,Burgarly or Robbery
589761,Counterfeiting/Forgery,"Illegal Activities, Fraud and Identity Theft"
454021,Destruction/Damage/Vandalism of Property,Assault
565701,Burglary/Breaking & Entering,Burgarly or Robbery
589744,Destruction/Damage/Vandalism of Property,Assault
589763,All Other Larceny,Other
589767,Drug Equipment Violations,Drug/Weapon Law Violations
589770,Burglary/Breaking & Entering,Burgarly or Robbery
589778,Destruction/Damage/Vandalism of Property,Assault
589802,Burglary/Breaking & Entering,Burgarly or Robbery
377704,Destruction/Damage/Vandalism of Property,Assault
377716,Intimidation,Psychological Harassment
471148,Aggravated Assault,Assault
454006,Intimidation,Psychological Harassment
405279,All Other Larceny,Other
479349,Simple Assault,Assault
479364,Simple Assault,Assault
479371,Arson,Assault
479371,Intimidation,Psychological Harassment
479406,Simple Assault,Assault
388069,Burglary/Breaking & Entering,Burgarly or Robbery
368162,Destruction/Damage/Vandalism of Property,Assault
589724,Identity Theft,"Illegal Activities, Fraud and Identity Theft"
589754,Drug/Narcotic Violations,Drug/Weapon Law Violations
589758,Burglary/Breaking & Entering,Burgarly or Robbery
589760,Simple Assault,Assault
589774,Theft From Building,Burgarly or Robbery
589793,Simple Assault,Assault
479344,Shoplifting,Burgarly or Robbery
479370,Aggravated Assault,Assault
479412,Destruction/Damage/Vandalism of Property,Assault
382148,All Other Larceny,Other
382165,All Other Larceny,Other
382276,Shoplifting,Burgarly or Robbery
565705,Motor Vehicle Theft,Burgarly or Robbery
490336,Intimidation,Psychological Harassment
490337,Intimidation,Psychological Harassment
490339,Intimidation,Psychological Harassment
463919,Motor Vehicle Theft,Burgarly or Robbery
463940,Simple Assault,Assault
388021,Destruction/Damage/Vandalism of Property,Assault
388037,Rape,Sexual Harassment or Assault
388057,Fondling,Sexual Harassment or Assault
589784,Simple Assault,Assault
589795,Intimidation,Psychological Harassment
508445,Intimidation,Psychological Harassment
565758,Simple Assault,Assault
479330,Destruction/Damage/Vandalism of Property,Assault
479330,Intimidation,Psychological Harassment
479342,Shoplifting,Burgarly or Robbery
565770,Intimidation,Psychological Harassment
589771,Intimidation,Psychological Harassment
589750,Destruction/Damage/Vandalism of Property,Assault
589752,Drug/Narcotic Violations,Drug/Weapon Law Violations
589753,Aggravated Assault,Assault
589765,Weapon Law Violations,Drug/Weapon Law Violations
589766,Intimidation,Psychological Harassment
589766,Weapon Law Violations,Drug/Weapon Law Violations
589780,Motor Vehicle Theft,Burgarly or Robbery
589781,Weapon Law Violations,Drug/Weapon Law Violations
589790,Destruction/Damage/Vandalism of Property,Assault
357919,Intimidation,Psychological Harassment
369892,Simple Assault,Assault
375321,Intimidation,Psychological Harassment
357970,Intimidation,Psychological Harassment
589791,Intimidation,Psychological Harassment
357957,Intimidation,Psychological Harassment
454183,Destruction/Damage/Vandalism of Property,Assault
454211,Weapon Law Violations,Drug/Weapon Law Violations
357972,Intimidation,Psychological Harassment
357933,Intimidation,Psychological Harassment
357938,Intimidation,Psychological Harassment
377737,Intimidation,Psychological Harassment
357968,Simple Assault,Assault
357969,Simple Assault,Assault
589729,Destruction/Damage/Vandalism of Property,Assault
589734,Destruction/Damage/Vandalism of Property,Assault
357949,Robbery,Burgarly or Robbery
357965,Drug Equipment Violations,Drug/Weapon Law Violations
357965,Drug/Narcotic Violations,Drug/Weapon Law Violations
357967,Drug Equipment Violations,Drug/Weapon Law Violations
357978,Drug/Narcotic Violations,Drug/Weapon Law Violations
565711,Burglary/Breaking & Entering,Burgarly or Robbery
565711,Drug/Narcotic Violations,Drug/Weapon Law Violations
357920,Intimidation,Psychological Harassment
357928,Simple Assault,Assault
357958,Simple Assault,Assault
357944,All Other Larceny,Other
454257,Destruction/Damage/Vandalism of Property,Assault
565698,All Other Larceny,Other
565736,Destruction/Damage/Vandalism of Property,Assault
377770,All Other Larceny,Other
565679,Destruction/Damage/Vandalism of Property,Assault
589797,Destruction/Damage/Vandalism of Property,Assault
565803,Drug/Narcotic Violations,Drug/Weapon Law Violations
368953,Simple Assault,Assault
369182,Simple Assault,Assault
369943,All Other Larceny,Other
589727,Destruction/Damage/Vandalism of Property,Assault
589735,Destruction/Damage/Vandalism of Property,Assault
589739,Destruction/Damage/Vandalism of Property,Assault
589804,Destruction/Damage/Vandalism of Property,Assault
589805,Destruction/Damage/Vandalism of Property,Assault
589835,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
589873,Shoplifting,Burgarly or Robbery
589878,Destruction/Damage/Vandalism of Property,Assault
589893,Destruction/Damage/Vandalism of Property,Assault
589898,Rape,Sexual Harassment or Assault
589899,Aggravated Assault,Assault
589910,Theft From Motor Vehicle,Burgarly or Robbery
589917,Simple Assault,Assault
589919,Simple Assault,Assault
589922,Theft From Building,Burgarly or Robbery
589923,Aggravated Assault,Assault
589935,Destruction/Damage/Vandalism of Property,Assault
589962,Theft From Motor Vehicle,Burgarly or Robbery
589966,Simple Assault,Assault
589973,Theft From Motor Vehicle,Burgarly or Robbery
589997,Counterfeiting/Forgery,"Illegal Activities, Fraud and Identity Theft"
590016,Simple Assault,Assault
590021,Shoplifting,Burgarly or Robbery
590022,Destruction/Damage/Vandalism of Property,Assault
590024,Destruction/Damage/Vandalism of Property,Assault
590033,Simple Assault,Assault
590038,Intimidation,Psychological Harassment
590040,Destruction/Damage/Vandalism of Property,Assault
590041,Burglary/Breaking & Entering,Burgarly or Robbery
590063,All Other Larceny,Other
590065,Simple Assault,Assault
590069,Intimidation,Psychological Harassment
